sample	NI_9	NI_92	NI_91	NI_90	NI_8	NI_89	NI_88	NI_87	NI_86	NI_85	NI_84	NI_83	NI_82	NI_81	NI_80	NI_7	NI_79	NI_78	NI_77	NI_76	NI_75	NI_74	NI_73	NI_72	NI_71	NI_70	NI_6	NI_69	NI_68	NI_67	NI_66	NI_65	NI_64	NI_63	NI_62	NI_61	NI_60	NI_5	NI_59	NI_58	NI_57	NI_56	NI_55	NI_54	NI_53	NI_52	NI_51	NI_50	NI_4	NI_49	NI_48	NI_47	NI_46	NI_45	NI_44	NI_43	NI_42	NI_41	NI_40	NI_3	NI_39	NI_38	NI_37	NI_36	NI_35	NI_34	NI_33	NI_32	NI_31	NI_30	NI_2	NI_29	NI_28	NI_27	NI_26	NI_25	NI_24	NI_23	NI_22	NI_21	NI_20	NI_1	NI_19	NI_18	NI_17	NI_16	NI_15	NI_14	NI_13	NI_12	NI_11	NI_10
GGB2658_SGB3579|t__SGB3579	0	0	0	0	0.12323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB32463_SGB47515|t__SGB47515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03739	0	0	0	0	0	0	0
GGB33665_SGB47358|t__SGB47358	0	0.00389	0	0	0.04931	0	0.34218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0	0.09169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01186	0	0	0	0.19938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06641	0	0	0	0	0	0	0	0	0	0	0
GGB34228_SGB72916|t__SGB72916	0	0.00219	0	0.04059	0.00583	0	0.01021	0.00428	0	0	0	0	0	0	0	0	0.00097	0.00716	0	0	0	0.00356	0	0	0	0.05155	0	0	0	0	0.01907	0.01735	0	0	0.00952	0	0	0	0	0.02023	0.00438	0	0	0	0	0	0	0.00236	0	0	0	0	0	0	0	0	0	0	0	0	0.02706	0	0	0	0	0	0	0	0.00424	0	0	0	0.00671	0	0	0	0	0	0	0	0	0	0	0.01959	0	0	0	0	0	0	0	0
GGB2982_SGB3964|t__SGB3964	0	0	0.0443	0	0	0.02198	0	0	0.03988	0	0	0	0.02616	0	0.12777	0	0	0	0.01615	0.03593	0.06773	0	0.1745	0.02951	0.07758	0	0	0	0.10702	0	0	0.01403	0.07992	0.01664	0	0	0.08857	0.05986	0	0.03317	0.03598	0	0	0.01467	0.03692	0	0	0	0	0	0.05543	0	0.01084	0	0.02044	0.03413	0	0.06047	0.02827	0	0.04618	0.06078	0	0.14947	0	0.0607	0.01924	0	0	0.01968	0	0.06889	0.08249	0	0.09547	0.02785	0	0	0	0	0	0.01132	0.00675	0.1358	0	0	0	0.12017	0.04355	0	0.10399	0.10088
GGB2983_SGB3965|t__SGB3965	0.04939	0	0	0.03057	0	0	0	0.00376	0	0	0	0.02061	0	0	0	0	0	0	0	0	0	0.06904	0	0	0	0.03305	0.07021	0	0	0	0	0	0	0	0.00234	0.04193	0	0	0	0	0	0	0.05364	0	0	0	0	0	0.16853	0	0	0.02998	0	0	0	0	0	0	0	0	0	0	0	0	0.08527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05266	0	0	0	0	0	0
GGB35068_SGB47850|t__SGB47850	0.03658	0.00484	0.06528	0.02507	0	0	0.00413	0	0	0.00814	0	0	0	0	0.02527	0	0	0	0	0	0.06985	0.00303	0.01884	0	0	0.00443	0	0.00092	0	0.03352	0	0	0	0	0	0.01455	0	0	0.00189	0	0	0	0.00419	0	0	0	0	0.00261	0	0	0	0	0.00519	0	0	0	0	0.00212	0	0	0	0.00285	0	0	0.0127	0	0	0	0.00605	0	0.00318	0	0	0	0	0	0	0	0	0	0.01523	0	0.0509	0.00244	0	0.05616	0	0	0	0.00405	0	0
GGB35551_SGB53794|t__SGB53794	0	0	0	0	0	0	0	0	0	0	0.06698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3103_SGB4112|t__SGB4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3118_SGB4130|t__SGB4130	0	0.08266	0	0.03877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01772	0	0	0	0.06318	0	0	0	0	0	0	0	0	0.00733	0.08059	0	0	0	0	0	0	0.02796	0	0	0	0	0	0	0	0	0.00532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0
GGB3123_SGB4135|t__SGB4135	0	0	0	0	0	0	0	0	0	0	0	0	0.05049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3180_SGB4202|t__SGB4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3256_SGB4303|t__SGB4303	0	0	0	0.95515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258	0	0	0	0.22527	0	1.14786	0	3.08576	0.73002	0	0	0	0	0	0.23388	0.32803	0.605	0	0.03828	0.86774	0	0	0	0	0	0	0	2.14404	1.05505	0.00015	0.76102	1.25045	0	0.90806	0.01863	0	0	0	0	0.88632	0.61726	0	0	0	0	0	0.50214	0	0	0.31666	0.00589	0	1.20983	0	1.17757	0	0	0	0.49183	0	0.04977	0	0	1.06332	0	0	0	0	0	0	0	0	0	0
GGB3360_SGB4444|t__SGB4444	0	0	0	0	0.00954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB38987_SGB63305|t__SGB63305	0	0	0	0	0	0	0	0	0	0	0.00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3490_SGB4664|t__SGB4664	0	0	0	0	0	0.22407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07189	0.00206	0	0	0	0	0	0.14954	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82774	0	0	0.61302	0	0	0	0	0
GGB3491_SGB4665|t__SGB4665	0.00061	0.02988	0	0	0.12798	0	0	0.03062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0.00301	0	0	0.00554	0	0	0.01054	0	0.06563	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157	0	0	0.01412	0.08231	0	0	0	0	0	0.04684	0	0.05652	0	0.04821	0	0	0.04519	0	0	0	0	0	0	0	0
GGB3510_SGB4687|t__SGB4687	0.0142	0	0	0	0	0	0.02811	0	0	0	0.01771	0.0037	0.00161	0	0	0.02349	0	0	0	0	0	0.00197	0	0	0.02823	0	0	0	0	0	0	0.00735	0	0.0102	0.06598	0	0	0.10256	0	0	0.00261	0.03441	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0.00421	0	0	0	0	0	0.01852	0.08516	0.00383	0	0.00062	0.00341	0.01424	0.22146	0.04694	0	0.00076	0	0.03482	0	0.05548	0.00385	0	0	0.00106	0	0	0.01339	0.07779	0	0	0.0081
GGB3654_SGB4965|t__SGB4965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3892_SGB5290|t__SGB5290	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00633	0	0	0	0	0.0072	0	0	0	0.01364	0	0	0	0	0	0	0	0	0.00188	0	0	0	0.00479	0.24153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08395	0	0	0	0	0	0	0	0	0.02003	0	0.00066	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0
GGB49418_SGB69331|t__SGB69331	0	0.01253	0	0.02781	0	0	0	0	0	0	0.01607	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00801	0	0	0	0	0	0	0.01839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0.01568	0	0	0	0	0	0	0.00202	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4751_SGB6580|t__SGB6580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46871	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4768_SGB6601|t__SGB6601	1.03855	0	1.35571	0.01275	0	2.55942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58987	0	0	0	0	0	0	0	0.00751	0	0	0	0	0	0.10415	0	0	0	0.14058	0	0	0	0	0	0	0	0	0	0	0	0.04827	0	0	0	0.31696	0	0	0	0	0	0	0	0	0	0	0	0.97143	0	0	0.0441	0	0	0	0	0	0	0	0
GGB4769_SGB6602|t__SGB6602	0	0.04393	0.11282	0	0.00094	0	0	0.13275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229	0	0	0	0.02616	0	0	0	0	0	0.09016	0	0	0.00108	0	0	0	0	0.09843	0.01947	0	0.07499	0	0	0	0	0	0	0	0	0.10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32298	0	0	0	0	0	0	0	0	0	0.05089	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4770_SGB6604|t__SGB6604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30618	0.04426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4964_SGB6927|t__SGB6927	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB48169_SGB66172|t__SGB66172	0	0	0	0	0	0	0	0	0	0	0.00998	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245
GGB45620_SGB63333|t__SGB63333	0	0	0	0	0	0	0	0	0	0	0.06545	0.00676	0.0191	0	0	0	0.02134	0.04526	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329	0.02032	0.01059	0.0189	0	0	0	0	0	0	0	0.00313	0	0.0254	0	0	0	0.0289	0	0	0	0.00204	0	0	0	0	0	0	0.02787	0	0	0	0	0	0	0.03719	0.00377	0	0	0.00477	0	0.0455	0	0	0	0	0	0.02332	0	0	0	0	0	0	0	0	0	0.00353	0	0	0.04913
GGB45597_SGB72777|t__SGB72777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB8965_SGB13825|t__SGB13825	0	0	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07214	0	0	0	0	0	0	0	0.03203	0.01477	0	0	0	0	0	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0.00595	0	0
GGB9045_SGB13947|t__SGB13947	0	0.08968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9054_SGB13959|t__SGB13959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9186_SGB14125|t__SGB14125	0	0	0	0	0	0	0	0	0	0	0.0244	0	0	0	0	0	0	0.00072	0	0	0	0	0.01818	0.0156	0.01263	0	0	0	0	0	0	0	0.0038	0.01368	0	0	0.002	0	0.01535	0	0.01069	0	0	0	0	0.02102	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03647	0	0	0	0	0	0	0	0	0.00137	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0.02382
GGB9209_SGB14148|t__SGB14148	0	0.00641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9237_SGB14179|t__SGB14179	0	0.0261	0.00428	0	0.00819	0	0.00302	0.07084	0	0	0	0	0	0	0	0.02572	0.00997	0.00191	0	0.00325	0.01622	0	0	0	0.00419	0.02708	0.01725	0.0649	0	0	0.00273	0.05405	0.01183	0.00271	0.01559	0.01189	0.00161	0.01056	0.0044	0.00798	0.0213	0	0	0	0	0.01625	0	0	0	0	0	0.00111	0	0.00105	0	0	0.00719	0	0.00034	0.00966	0.00603	0	0	0.00069	0	0.01562	0.04083	0	0	0.00154	0.02929	0	0.01935	0	0	0	0.00902	0	0	0.01388	0.01519	0	0	0.01621	0	0.01117	0	0	0	0	0	0.01109
GGB9291_SGB14248|t__SGB14248	0.10467	0.00124	0	0.03127	0	0	0	0	0	0	0	0.02756	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0.23333	0	0	0	0	0	0	0	0.04424	0.29726	0	0	0	0.13333	0.06665	0	0	0	0	0	0	0	0.0388	0	0	0	0.00733	0	0	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9478_SGB14872|t__SGB14872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4637	0	0	0	0	0	0	0	0.98495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9523_SGB14922|t__SGB14922	0	0	0	0	0	0	0	0.01046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23186	0.00355	0	0	0	0	0	0	0	0	0	0	0.22818	0	0	0	0	0	0	0	0	0	0	0	0
GGB9524_SGB14923|t__SGB14923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.00831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9524_SGB14924|t__SGB14924	0.02153	0.12789	0.09427	0	0.05604	0	0	0	0	0	0.18928	0.05263	0.09457	0	0	0	0.08651	0.12196	0	0.00924	0	7e-05	0.5953	0.04601	0.02279	0	0	0	0	0	0.18212	0	0.0061	0.01884	0.1838	0.04072	0.03115	0.11043	0.07437	0.02376	0	0	0	0	0.35494	0.53553	0	0	0.03993	0	0	0	0.01159	0	0	0	0.31113	0	0	0.14973	0.06668	0	0	0	0.01867	0	0	0	0.46764	0	0.40584	0.05058	0.04507	0	0	0	0.01229	0	0.01825	0	0.09287	0	0	0.02862	0	0.00042	0	0	0.02757	0.167	0.02279	0
GGB9557_SGB14966|t__SGB14966	0	0.01107	0	0.00454	0	0.0102	0.00304	0	0	0	0	0.00559	0.00798	0	0.02835	0.0056	0	0	0	0	0.00974	0.00688	0	0	0.01078	0	0	0.00819	0	0	0.00916	0.00757	0	0.02119	0.00289	0.01226	0	0	0.00908	0.00124	0.00495	0.01152	0	0	0.08635	0	0.00291	0	0.04496	0.00135	0	0.00227	0.01332	0.01587	0	0	0	0	0.01801	0	0	0	0	0.00852	0.00353	0	0.00381	0	0	0.00554	0.02528	0	0.01197	0.07285	0	0.00409	0.00162	0	0	0	0	0	0	0.04181	0	0.01064	0.0871	0	0	0.04268	0.00471	0
GGB9559_SGB14968|t__SGB14968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0.00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448	0	0	0	0	0	0
GGB9559_SGB14969|t__SGB14969	0.03768	0.00025	0	0.06165	0	0.03029	0	0	0	0	0	0.02365	0	0.00446	0	0.02154	0.05667	0.09842	0	0	0.03226	0	0	0.02895	0	0.00869	0	0	0	0	0	0.01666	0.00724	0	0.0086	0	0	0.00818	0	0.02609	0.00317	0	0.00691	0	0	0.00904	0	0.00613	0.0027	0	0	0	0	0.00822	0	0	0	0.00252	0.05681	0.02152	0	0	0	0	0.02336	0	0	0	0.01249	0	0	0	0	0.02293	0	0	0.10666	0	0.04581	0	0.00072	0	0	0.00328	0	0	0	0	0.00476	0	0.01672	0
GGB9560_SGB69175|t__SGB69175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01493	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9561_SGB14972|t__SGB14972	0.02099	0	0.02865	0	0.03725	0	0.01288	0	0	0	0.0177	0	0	0	0	0	0	0	0	0	0	0.0485	0.0757	0	0	0.00222	0	0	0	0	0.01825	0.02093	0	0.00479	0	0.00839	0	0.04676	0	0.00039	0.0053	0	0	0	0	0	0.2099	0	0	0.23929	0	0	0	0	0	0	0	0	0	0	0.00449	0	0	0	0	0	0	0	0.01574	0	0	0	0	0	0	0	0	0.07617	0	0	0.03587	0	0.00746	0	0	0.01591	0	0	0.01196	0	0.03252	0
GGB9581_SGB14999|t__SGB14999	0.00328	0.01596	0.02171	0	0.00385	0.03308	0	0	0	0	0.0188	0	0.01127	0.01503	0	0	0.00741	0.02153	0	0.04299	0.015	0	0.03928	0.07203	0	0	0.01771	0	0.02323	0	0.03307	0.03216	0.0469	0.03121	0	0	0.01807	0.01182	0.00665	0.00788	0.00771	0.03367	0	0.01687	0	0.01734	0	0.01057	0.01798	0	0.06139	0	0	0.03906	0.09482	0	0	0.01197	0.05471	0.00879	0.03457	0.12424	0	0	0.0164	0.34524	0	0	0	0	0.0053	0.03658	0	0	0.03725	0.01619	0	0.02574	0.01046	0	0.00969	0	0	0.05347	0.11334	0	0.06373	0.05165	0	0.02973	0.03935	0
GGB9581_SGB79823|t__SGB79823	0	0	0	0	0	0	0	0	0.00975	0.01054	0	0	0	0	0	0.00973	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01673	0	0	0	0.1601	0	0.06528	0	0	0.05219	0	0	0	0	0	0.08347	0.01254	0	0	0	0	0	0.03835	0.02682	0	0	0	0	0	0	0	0	0.02057	0	0	0	0	0	0	0.09901	0	0	0.01465	0	0	0	0	0	0.01523	0	0	0.03727
GGB58158_SGB79798|t__SGB79798	0.00065	0.00317	0	0	0	0	0	0	0	0.00629	0.00204	0	0.00793	0	0	0	0.00343	0.00043	0	0	0.00121	0	0.00223	0	0	0	0.0228	0	0.00708	0	0	0.01165	0.00705	0.00025	0.00091	0	0.00448	0	0.00081	0	0.00499	0	0	0	0.00242	0.00518	0.0024	0	0.00231	0	0.00224	0	0	0.00459	0	0.00305	0	0	0	0	0	0	0	0.0014	0	0.01827	0.00821	0	2e-05	0	0.00554	0	0.0004	0	0.00716	0	4e-05	0	0.00208	0.0035	0	0.00246	0	0	0.00018	0	0	0	0	0.01011	0	0.02713
GGB42389_SGB59559|t__SGB59559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0.00465	0	0	0	0	0	0	0	0	0	0.01649	0	0.00387
GGB45491_SGB63163|t__SGB63163	0	0.00218	0	0	0	0	0	0	0	0	0.00238	0.00136	0.02542	0	0	0	0.00778	0	0	0	0	0	0.03998	0.00358	0.02271	0	0	0	0	0	0.00088	0.00111	0.02204	0.00784	0	0	0.00293	0	0.00215	0	0	0	0	0	0.03103	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547	0	0	0.02945	0	0	0	0	0	0	0	0.05575	0.02093	0	0	0	0	0	0	0	0	0	0	0	0.00761
GGB45537_SGB63217|t__SGB63217	0	0	0	0	0	0	0	0	0	0	0.02999	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01316
GGB51510_SGB71883|t__SGB71883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02777	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0.00527	0	0	0	0	0	0	0	0	0	0	0.0559	0	0	0	0	0	0	0
GGB51441_SGB71759|t__SGB71759	0.07764	0.06053	0.01957	0.001	0.0405	0.0115	0.0249	0.06837	0	0	0.01273	0.01752	0	0.00667	0.10609	0.05856	0	0	0.01016	0	0.04279	0.02488	0.03761	0.04174	0.01483	0.05485	0.06582	0.06966	0	0	0.01399	0.04963	0.02778	0.01408	0.02823	0.05462	0	0.03103	0.05118	0.02661	0.01614	0.03011	0.01026	0.02527	0.37664	0	0	0.01914	0	0	0.02856	0.02509	0.03018	0	0	0	0.0877	0.02454	0.02959	0.01888	0.01524	0	0	0	0.071	0	0	0.07505	0.06117	0.0282	0	0.07343	0.0268	0	0	0.01737	0.02391	0	0.04524	0	0.06551	0	0	0.03096	0	0.08132	0.0111	0.03091	0.046	0	0.00332	0
GGB55957_SGB77276|t__SGB77276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB13313_SGB20559|t__SGB20559	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
